"time","current","voltage"
0,-0.0025487,-80
0.1,0.0063014,-80
0.2,0.0018764,-80
0.3,-0.0051427,-80
0.4,0.0011134,-80
0.5,-0.00056503,-80
0.6,-0.00010727,-80
0.7,-0.001328,-80
0.8,0.00050308,-80
0.9,-0.006516,-80
1,0.0049281,-80
1.1,0.0069118,-80
1.2,-0.00071762,-80
1.3,-0.00056503,-80
1.4,-0.00010727,-80
1.5,0.0021815,-80
1.6,-0.0033116,-80
1.7,-0.0011754,-80
1.8,0.0043178,-80
1.9,0.0030971,-80
2,-0.0030064,-80
2.1,0.0095058,-80
2.2,-0.003922,-80
2.3,-0.0042271,-80
2.4,0.0035548,-80
2.5,-0.0042271,-80
2.6,-0.00010727,-80
2.7,0.0024867,-80
2.8,0.00050308,-80
2.9,-0.00041244,-80
3,-0.00071762,-80
3.1,-0.0022435,-80
3.2,0.0055385,-80
3.3,-0.0074315,-80
3.4,0.0017238,-80
3.5,0.00065567,-80
3.6,-0.0028539,-80
3.7,0.0070644,-80
3.8,-0.0030064,-80
3.9,0.0029445,-80
4,0.0040126,-80
4.1,0.0040126,-80
4.2,-0.0011754,-80
4.3,4.532e-05,-80
4.4,-0.0089574,-80
4.5,-0.012009,-80
4.6,-0.00041244,-80
4.7,-0.00010727,-80
4.8,0.010116,-80
4.9,0.0034023,-80
5,0.0044704,-80
5.1,0.0023341,-80
5.2,0.0017238,-80
5.3,-0.0075841,-80
5.4,-0.0045323,-80
5.5,-0.0059056,-80
5.6,0.011642,-80
5.7,-0.0052953,-80
5.8,-0.001328,-80
5.9,0.0044704,-80
6,-0.00071762,-80
6.1,-0.0027013,-80
6.2,-0.0052953,-80
6.3,0.0078273,-80
6.4,-0.00025986,-80
6.5,-0.0030064,-80
6.6,-0.0071263,-80
6.7,-0.0030064,-80
6.8,0.00080826,-80
6.9,-0.0017857,-80
7,0.0018764,-80
7.1,0.0093532,-80
7.2,0.007217,-80
7.3,-0.0037694,-80
7.4,-0.0095677,-80
7.5,-0.0023961,-80
7.6,-0.0069737,-80
7.7,-0.0059056,-80
7.8,0.00035049,-80
7.9,0.011947,-80
8,0.010116,-80
8.1,0.0011134,-80
8.2,-0.016587,-80
8.3,-0.00041244,-80
8.4,0.0015712,-80
8.5,-0.0040746,-80
8.6,-0.0095677,-80
8.7,-0.001328,-80
8.8,0.0034023,-80
8.9,0.0011134,-80
9,-0.0084996,-80
9.1,0.0037074,-80
9.2,0.0082851,-80
9.3,-0.0059056,-80
9.4,-0.0052953,-80
9.5,-0.0016331,-80
9.6,0.007217,-80
9.7,0.0023341,-80
9.8,-0.0037694,-80
9.9,0.0058437,-80
10,-0.0023961,-80
10.1,-0.0046849,-80
10.2,0.0018764,-80
10.3,0.00065567,-80
10.4,-0.0023961,-80
10.5,-0.0060582,-80
10.6,0.0043178,-80
10.7,0.0050807,-80
10.8,0.0027919,-80
10.9,-0.001328,-80
11,0.0018764,-80
11.1,-0.0034642,-80
11.2,0.001266,-80
11.3,0.0061488,-80
11.4,0.0052333,-80
11.5,0.0003505,-80
11.6,0.00096085,-80
11.7,-0.0028539,-80
11.8,0.0026393,-80
11.9,0.0075221,-80
12,0.0011134,-80
12.1,-0.0045323,-80
12.2,0.00065567,-80
12.3,-0.0091099,-80
12.4,-0.0052953,-80
12.5,-0.0034642,-80
12.6,0.0040126,-80
12.7,0.0026393,-80
12.8,0.0035548,-80
12.9,0.001266,-80
13,0.0043178,-80
13.1,-0.0084996,-80
13.2,-0.0019383,-80
13.3,4.532e-05,-80
13.4,-0.00087021,-80
13.5,0.0053859,-80
13.6,-0.001328,-80
13.7,0.0049281,-80
13.8,0.0024867,-80
13.9,-0.0045323,-80
14,-0.0059056,-80
14.1,0.0041652,-80
14.2,0.0067592,-80
14.3,0.0050807,-80
14.4,0.0023341,-80
14.5,-0.0040746,-80
14.6,-0.0034642,-80
14.7,-0.0014806,-80
14.8,0.0029445,-80
14.9,0.0037074,-80
15,0.004623,-80
15.1,0.00050308,-80
15.2,0.0034022,-80
15.3,0.0032497,-80
15.4,-0.0045323,-80
15.5,0.0015712,-80
15.6,-0.0062108,-80
15.7,-0.0010228,-80
15.8,0.0075221,-80
15.9,0.0081325,-80
16,-0.00041245,-80
16.1,-0.0049901,-80
16.2,-0.0066685,-80
16.3,-0.0034642,-80
16.4,0.0026393,-80
16.5,-0.00071762,-80
16.6,-0.0033116,-80
16.7,0.0055385,-80
16.8,0.010574,-80
16.9,0.0043178,-80
17,-0.0043797,-80
17.1,-0.0019383,-80
17.2,-0.0080418,-80
17.3,-0.0020909,-80
17.4,0.0024867,-80
17.5,0.00386,-80
17.6,0.0017238,-80
17.7,0.002029,-80
17.8,0.0021815,-80
17.9,0.0030971,-80
18,0.0037074,-80
18.1,-0.0046849,-80
18.2,-0.0020909,-80
18.3,-0.0010228,-80
18.4,0.0032497,-80
18.5,0.002029,-80
18.6,-0.0092625,-80
18.7,-0.001328,-80
18.8,-0.0052953,-80
18.9,-0.00010726,-80
19,0.0041652,-80
19.1,0.0029445,-80
19.2,-0.010483,-80
19.3,0.0023341,-80
19.4,-0.0034642,-80
19.5,0.010116,-80
19.6,0.010421,-80
19.7,0.0059962,-80
19.8,-0.0066686,-80
19.9,-0.0052953,-80
20,0.0079799,-80
20.1,-0.0051427,-80
20.2,0.002029,-80
20.3,0.0053859,-80
20.4,-0.00010727,-80
20.5,-0.0023961,-80
20.6,0.0035548,-80
20.7,-0.0033116,-80
20.8,-0.0016331,-80
20.9,0.00050309,-80
21,0.0073695,-80
21.1,-0.0051427,-80
21.2,-0.0094151,-80
21.3,0.0069118,-80
21.4,0.011032,-80
21.5,0.0026393,-80
21.6,-0.0056004,-80
21.7,-0.0043797,-80
21.8,-0.006516,-80
21.9,0.0024867,-80
22,0.001266,-80
22.1,0.0066066,-80
22.2,0.0084377,-80
22.3,0.00065567,-80
22.4,-0.0010228,-80
22.5,-0.013535,-80
22.6,-0.0071263,-80
22.7,-0.00056503,-80
22.8,0.0018764,-80
22.9,-0.0025487,-80
23,-0.0011754,-80
23.1,4.532e-05,-80
23.2,0.0043178,-80
23.3,0.0024867,-80
23.4,0.0061488,-80
23.5,0.0055385,-80
23.6,-0.0019383,-80
23.7,0.001266,-80
23.8,-0.0020909,-80
23.9,-0.0069737,-80
24,-0.0010228,-80
24.1,-0.0030064,-80
24.2,0.0011134,-80
24.3,0.0069118,-80
24.4,-0.00025986,-80
24.5,-0.0017857,-80
24.6,0.0032497,-80
24.7,0.00080825,-80
24.8,0.0044704,-80
24.9,0.0058437,-80
25,-0.0023961,-80
25.1,-0.0028538,-80
25.2,-0.0056004,-80
25.3,0.0011134,-80
25.4,0.010574,-80
25.5,-0.0048375,-80
25.6,-0.0046849,-80
25.7,0.0082851,-80
25.8,0.0003505,-80
25.9,-0.0019383,-80
26,0.0026393,-80
26.1,-0.0077367,-80
26.2,0.004623,-80
26.3,0.0069118,-80
26.4,-0.0023961,-80
26.5,-0.003159,-80
26.6,-0.0051427,-80
26.7,0.0049281,-80
26.8,0.0053859,-80
26.9,0.0081325,-80
27,0.0087428,-80
27.1,-0.0081944,-80
27.2,-0.0088048,-80
27.3,-0.0052952,-80
27.4,0.006454,-80
27.5,0.0029445,-80
27.6,0.0029445,-80
27.7,-0.010636,-80
27.8,0.00065567,-80
27.9,-0.00010727,-80
28,0.0017238,-80
28.1,0.0015712,-80
28.2,0.0027919,-80
28.3,-0.0022435,-80
28.4,0.0023341,-80
28.5,0.00065567,-80
28.6,0.0029445,-80
28.7,0.0052333,-80
28.8,0.00096085,-80
28.9,0.0011134,-80
29,-0.0023961,-80
29.1,0.00019791,-80
29.2,0.0049281,-80
29.3,-0.0016331,-80
29.4,-0.00071762,-80
29.5,-0.0068211,-80
29.6,-0.0014806,-80
29.7,0.0035548,-80
29.8,-0.0022435,-80
29.9,-0.0036168,-80
30,0.0024867,-80
30.1,0.00065567,-80
30.2,-0.00071762,-80
30.3,-0.0036168,-80
30.4,-0.0056004,-80
30.5,0.00050309,-80
30.6,0.00035049,-80
30.7,-0.00056504,-80
30.8,-0.0043797,-80
30.9,0.0026393,-80
31,0.0058437,-80
31.1,0.0049281,-80
31.2,-0.0011754,-80
31.3,0.0040126,-80
31.4,-0.0011754,-80
31.5,0.00035049,-80
31.6,0.0092006,-80
31.7,-0.00041245,-80
31.8,-0.0019383,-80
31.9,0.0011134,-80
32,-0.0054478,-80
32.1,-0.0074315,-80
32.2,-0.0048375,-80
32.3,0.010421,-80
32.4,0.0070644,-80
32.5,0.0056911,-80
32.6,-0.0052952,-80
32.7,-0.003922,-80
32.8,0.00050308,-80
32.9,-0.0043797,-80
33,0.0061488,-80
33.1,0.0018764,-80
33.2,0.0018764,-80
33.3,-0.006516,-80
33.4,-0.0046849,-80
33.5,-0.00041244,-80
33.6,-0.00041245,-80
33.7,0.0075221,-80
33.8,0.00080825,-80
33.9,0.0014186,-80
34,-0.0010228,-80
34.1,-0.0017857,-80
34.2,0.0063014,-80
34.3,-0.0056004,-80
34.4,0.0021816,-80
34.5,0.0043178,-80
34.6,0.0053859,-80
34.7,0.007217,-80
34.8,-0.0077367,-80
34.9,-0.0077367,-80
35,0.0082851,-80
35.1,0.0037074,-80
35.2,0.00096084,-80
35.3,0.0023341,-80
35.4,0.0040126,-80
35.5,0.00035049,-80
35.6,0.0014186,-80
35.7,-0.0023961,-80
35.8,-0.0016331,-80
35.9,-0.0060582,-80
36,-0.00025986,-80
36.1,-0.0030064,-80
36.2,-0.010178,-80
36.3,-0.0010228,-80
36.4,0.012558,-80
36.5,0.0078273,-80
36.6,0.0047755,-80
36.7,-0.0034642,-80
36.8,-0.0069737,-80
36.9,-0.0063634,-80
37,-0.0089574,-80
37.1,-0.00056503,-80
37.2,0.006454,-80
37.3,0.0052333,-80
37.4,0.004623,-80
37.5,0.0067592,-80
37.6,0.0003505,-80
37.7,-0.00010727,-80
37.8,-0.0052953,-80
37.9,0.00019791,-80
38,-0.0022435,-80
38.1,-0.00041244,-80
38.2,0.0076747,-80
38.3,4.532e-05,-80
38.4,0.0049281,-80
38.5,0.00050309,-80
38.6,0.00065567,-80
38.7,-0.0040746,-80
38.8,-0.0022435,-80
38.9,-0.0028538,-80
39,-0.00041244,-80
39.1,-0.003922,-80
39.2,-0.003922,-80
39.3,-0.00041245,-80
39.4,0.0078273,-80
39.5,0.007217,-80
39.6,0.0079799,-80
39.7,0.0029445,-80
39.8,0.0014186,-80
39.9,-0.0022435,-80
40,-0.00041244,-80
40.1,-0.0094151,-80
40.2,-0.0072789,-80
40.3,0.0023341,-80
40.4,0.00050308,-80
40.5,0.00019791,-80
40.6,0.0023341,-80
40.7,0.002029,-80
40.8,0.006454,-80
40.9,-0.001328,-80
41,0.0011134,-80
41.1,0.0050807,-80
41.2,0.00386,-80
41.3,-0.0027013,-80
41.4,-0.0033116,-80
41.5,-0.0033116,-80
41.6,0.0088954,-80
41.7,-0.003922,-80
41.8,-0.0022435,-80
41.9,0.0014186,-80
42,-0.0059056,-80
42.1,-0.0010228,-80
42.2,0.011337,-80
42.3,0.00035049,-80
42.4,0.0041652,-80
42.5,-0.0054478,-80
42.6,0.0034023,-80
42.7,0.0040126,-80
42.8,0.002029,-80
42.9,0.0070644,-80
43,-0.005753,-80
43.1,-0.00010727,-80
43.2,-0.0017857,-80
43.3,-0.0062108,-80
43.4,-0.0019383,-80
43.5,0.00065567,-80
43.6,0.0044704,-80
43.7,0.0017238,-80
43.8,-0.008347,-80
43.9,-0.003922,-80
44,0.0055385,-80
44.1,0.001266,-80
44.2,0.00080826,-80
44.3,-0.003159,-80
44.4,0.0018764,-80
44.5,-0.0010228,-80
44.6,-0.0025487,-80
44.7,0.002029,-80
44.8,-0.008347,-80
44.9,-0.0051427,-80
45,0.001266,-80
45.1,0.0082851,-80
45.2,0.0027919,-80
45.3,-0.0074315,-80
45.4,0.0015712,-80
45.5,-0.0016331,-80
45.6,0.0024867,-80
45.7,0.0037074,-80
45.8,-0.0045323,-80
45.9,4.532e-05,-80
46,-0.0023961,-80
46.1,-0.0020909,-80
46.2,0.00050308,-80
46.3,0.010421,-80
46.4,-0.0042271,-80
46.5,-0.0043797,-80
46.6,-0.0022435,-80
46.7,-0.0052953,-80
46.8,4.5322e-05,-80
46.9,0.0121,-80
47,0.0037074,-80
47.1,0.0017238,-80
47.2,-0.0072789,-80
47.3,-0.0094151,-80
47.4,-0.0037694,-80
47.5,0.0014186,-80
47.6,-0.003159,-80
47.7,-0.00056504,-80
47.8,0.0027919,-80
47.9,-0.0011754,-80
48,-0.010178,-80
48.1,0.0059963,-80
48.2,0.0066066,-80
48.3,0.00386,-80
48.4,-0.0043797,-80
48.5,-0.0060582,-80
48.6,0.00065567,-80
48.7,-0.00056504,-80
48.8,-0.0043797,-80
48.9,0.00050308,-80
49,0.0026393,-80
49.1,-0.00071762,-80
49.2,0.0034023,-80
49.3,-0.005753,-80
49.4,-0.00025985,-80
49.5,0.0047756,-80
49.6,0.0014186,-80
49.7,-0.003922,-80
49.8,-0.00010727,-80
49.9,-0.00041244,-80
50,0.0021815,-80
50.1,0.0015712,-80
50.2,-0.0056004,-80
50.3,0.0011134,-80
50.4,0.0017238,-80
50.5,0.0032497,-80
50.6,0.0035548,-80
50.7,-0.0072789,-80
50.8,0.0047755,-80
50.9,-0.0033116,-80
51,-0.00010727,-80
51.1,0.0079799,-80
51.2,0.001266,-80
51.3,0.0061488,-80
51.4,-0.0022435,-80
51.5,-0.0014806,-80
51.6,4.5314e-05,-80
51.7,-0.0056004,-80
51.8,0.0063014,-80
51.9,0.0035548,-80
52,0.00065567,-80
52.1,0.00050308,-80
52.2,-0.0011754,-80
52.3,0.0049281,-80
52.4,-0.00025985,-80
52.5,-0.0019383,-80
52.6,-0.0060582,-80
52.7,0.0052333,-80
52.8,0.006454,-80
52.9,0.0069118,-80
53,-0.00041244,-80
53.1,0.0066066,-80
53.2,-0.0037694,-80
53.3,0.0014186,-80
53.4,-0.001328,-80
53.5,-0.0034642,-80
53.6,-0.0027013,-80
53.7,0.0030971,-80
53.8,0.0043178,-80
53.9,0.001266,-80
54,0.00386,-80
54.1,-0.0052953,-80
54.2,0.0075221,-80
54.3,0.001266,-80
54.4,-0.003159,-80
54.5,-0.006516,-80
54.6,-0.0063634,-80
54.7,-0.0033116,-80
54.8,0.0096584,-80
54.9,0.00096085,-80
55,0.0041652,-80
55.1,0.0017238,-80
55.2,-0.0010228,-80
55.3,-0.0042271,-80
55.4,0.00096085,-80
55.5,-0.0052952,-80
55.6,-0.00010727,-80
55.7,0.0037074,-80
55.8,0.0079799,-80
55.9,0.0049281,-80
56,0.00065567,-80
56.1,-0.0030064,-80
56.2,4.5316e-05,-80
56.3,-0.003159,-80
56.4,0.012252,-80
56.5,0.0059962,-80
56.6,-0.0043797,-80
56.7,-0.003159,-80
56.8,-0.0063634,-80
56.9,0.00080826,-80
57,0.0026393,-80
57.1,0.0052333,-80
57.2,0.0037074,-80
57.3,-0.0049901,-80
57.4,0.0023341,-80
57.5,0.0092006,-80
57.6,0.0034023,-80
57.7,0.00065567,-80
57.8,-0.00071762,-80
57.9,-0.0092625,-80
58,0.001266,-80
58.1,-0.0011754,-80
58.2,0.0055385,-80
58.3,-0.0017857,-80
58.4,0.0015712,-80
58.5,-0.0017857,-80
58.6,-0.0081944,-80
58.7,0.0075221,-80
58.8,0.0081325,-80
58.9,-0.00087021,-80
59,0.00080826,-80
59.1,-0.0045323,-80
59.2,0.001266,-80
59.3,0.0037074,-80
59.4,0.0049281,-80
59.5,4.532e-05,-80
59.6,-0.00056503,-80
59.7,0.007217,-80
59.8,-0.0033116,-80
59.9,-0.0051427,-80
60,-0.0028539,-80
60.1,-0.0034642,-80
60.2,0.0076747,-80
60.3,-0.0030064,-80
60.4,0.0017238,-80
60.5,-0.0019383,-80
60.6,0.0040126,-80
60.7,0.0026393,-80
60.8,-0.0037694,-80
60.9,-0.00025986,-80
61,-0.0049901,-80
61.1,0.00065567,-80
61.2,-0.00010727,-80
61.3,-0.00041245,-80
61.4,-0.0017857,-80
61.5,0.00080826,-80
61.6,0.0003505,-80
61.7,0.00386,-80
61.8,-0.0011754,-80
61.9,0.013626,-80
62,-0.0022435,-80
62.1,-0.0086522,-80
62.2,-0.00025985,-80
62.3,-0.0014806,-80
62.4,0.0052333,-80
62.5,-0.0019383,-80
62.6,-0.0075841,-80
62.7,-0.0023961,-80
62.8,0.0049281,-80
62.9,0.0035548,-80
63,-0.0011754,-80
63.1,0.0023341,-80
63.2,0.0058437,-80
63.3,0.002029,-80
63.4,-0.0022435,-80
63.5,0.0021816,-80
63.6,-0.0037694,-80
63.7,0.0084377,-80
63.8,0.0035548,-80
63.9,-0.0054478,-80
64,-0.0049901,-80
64.1,-0.0091099,-80
64.2,0.0070644,-80
64.3,0.0035548,-80
64.4,-0.00010727,-80
64.5,0.0014186,-80
64.6,-0.0078892,-80
64.7,0.0055385,-80
64.8,0.0027919,-80
64.9,0.0024867,-80
65,0.0047755,-80
65.1,0.0011134,-80
65.2,-0.0051427,-80
65.3,0.0049281,-80
65.4,0.0015712,-80
65.5,0.0076747,-80
65.6,0.0026393,-80
65.7,-0.0030064,-80
65.8,-0.003159,-80
65.9,-0.0011754,-80
66,-0.0028538,-80
66.1,-0.0045323,-80
66.2,0.001266,-80
66.3,-0.0016331,-80
66.4,0.0055385,-80
66.5,0.0040126,-80
66.6,0.0044704,-80
66.7,0.0003505,-80
66.8,-0.0043797,-80
66.9,0.0011134,-80
67,0.0058437,-80
67.1,0.0011134,-80
67.2,0.0043178,-80
67.3,0.0027919,-80
67.4,0.00080825,-80
67.5,-0.003159,-80
67.6,-0.0062108,-80
67.7,0.0027919,-80
67.8,0.004623,-80
67.9,-0.0010228,-80
68,0.0070644,-80
68.1,-0.006516,-80
68.2,-0.0054478,-80
68.3,-0.0049901,-80
68.4,-0.00056503,-80
68.5,0.0049281,-80
68.6,0.004623,-80
68.7,0.00096085,-80
68.8,0.0003505,-80
68.9,0.0035548,-80
69,0.0029445,-80
69.1,0.0026393,-80
69.2,0.001266,-80
69.3,-0.0027013,-80
69.4,-0.00056504,-80
69.5,0.0043178,-80
69.6,0.0021816,-80
69.7,-0.0051427,-80
69.8,0.00065567,-80
69.9,0.0044704,-80
70,0.0030971,-80
70.1,0.0043178,-80
70.2,-0.010331,-80
70.3,0.00096085,-80
70.4,0.0024867,-80
70.5,0.0053859,-80
70.6,-0.0051427,-80
70.7,0.0055385,-80
70.8,-0.0017857,-80
70.9,-0.0030064,-80
71,0.0059962,-80
71.1,0.00080826,-80
71.2,0.0023341,-80
71.3,0.0035548,-80
71.4,0.0021816,-80
71.5,-0.0019383,-80
71.6,-0.006516,-80
71.7,0.0015712,-80
71.8,0.0018764,-80
71.9,0.0011134,-80
72,-0.0062108,-80
72.1,-0.0040745,-80
72.2,0.0047755,-80
72.3,0.0087428,-80
72.4,-0.0016331,-80
72.5,0.006454,-80
72.6,0.0047756,-80
72.7,-0.0022435,-80
72.8,-0.0017857,-80
72.9,-0.0027013,-80
73,-0.0028539,-80
73.1,-0.0014806,-80
73.2,0.0050807,-80
73.3,0.0021816,-80
73.4,0.0044704,-80
73.5,0.002029,-80
73.6,-0.0072789,-80
73.7,-0.00025986,-80
73.8,-0.00071762,-80
73.9,0.0030971,-80
74,-0.00010727,-80
74.1,0.0069118,-80
74.2,-0.0077367,-80
74.3,-0.0074315,-80
74.4,0.00080826,-80
74.5,-0.0046849,-80
74.6,0.0049281,-80
74.7,0.0041652,-80
74.8,0.0011134,-80
74.9,-0.0016331,-80
75,-0.00071762,-80
75.1,-0.0056004,-80
75.2,0.0015712,-80
75.3,0.0029445,-80
75.4,0.0052333,-80
75.5,-0.0034642,-80
75.6,-0.001328,-80
75.7,0.00096084,-80
75.8,-0.0089574,-80
75.9,0.0043178,-80
76,-0.0019383,-80
76.1,0.00065567,-80
76.2,0.0053859,-80
76.3,0.00080826,-80
76.4,-0.003159,-80
76.5,-0.0040746,-80
76.6,0.00065567,-80
76.7,-0.0043797,-80
76.8,-0.013077,-80
76.9,-0.0071263,-80
77,0.0078273,-80
77.1,-0.003159,-80
77.2,-0.011246,-80
77.3,0.0014186,-80
77.4,0.0032497,-80
77.5,0.0017238,-80
77.6,0.0027919,-80
77.7,-0.0052952,-80
77.8,-0.00010727,-80
77.9,-0.0011754,-80
78,-0.0052953,-80
78.1,0.002029,-80
78.2,-0.001328,-80
78.3,-0.0052953,-80
78.4,-0.0017857,-80
78.5,0.0092006,-80
78.6,-0.0046849,-80
78.7,0.00050308,-80
78.8,0.0001979,-80
78.9,-0.0077367,-80
79,-0.0043797,-80
79.1,-0.011246,-80
79.2,0.0029445,-80
79.3,0.013626,-80
79.4,-0.0056004,-80
79.5,-0.0056004,-80
79.6,-0.0075841,-80
79.7,0.0070644,-80
79.8,0.0063014,-80
79.9,0.0047756,-80
80,0.0026393,-80
80.1,-0.0028538,-80
80.2,4.532e-05,-80
80.3,-0.0068211,-80
80.4,-0.0014806,-80
80.5,-0.011857,-80
80.6,-0.005753,-80
80.7,-0.0068211,-80
80.8,-0.0020909,-80
80.9,0.0027919,-80
81,0.0014186,-80
81.1,0.0043178,-80
81.2,-0.001328,-80
81.3,0.001266,-80
81.4,-0.0049901,-80
81.5,0.0023341,-80
81.6,0.0050807,-80
81.7,-0.0014806,-80
81.8,-0.0048375,-80
81.9,-0.0089574,-80
82,-0.011094,-80
82.1,0.0035548,-80
82.2,0.0026393,-80
82.3,0.0030971,-80
82.4,-0.00010727,-80
82.5,-0.0030064,-80
82.6,0.00050308,-80
82.7,0.0043178,-80
82.8,0.0027919,-80
82.9,-0.0072789,-80
83,-0.003159,-80
83.1,-0.0020909,-80
83.2,0.0049281,-80
83.3,-0.0060582,-80
83.4,0.00386,-80
83.5,-0.0068211,-80
83.6,0.0061488,-80
83.7,-0.00010727,-80
83.8,0.0021816,-80
83.9,-0.0089574,-80
84,-0.00010727,-80
84.1,-0.00025986,-80
84.2,0.00065567,-80
84.3,-0.0028539,-80
84.4,0.0011134,-80
84.5,-0.0017857,-80
84.6,0.0070644,-80
84.7,0.0073695,-80
84.8,-0.0046849,-80
84.9,-0.014145,-80
85,0.0024867,-80
85.1,0.0027919,-80
85.2,0.0096584,-80
85.3,0.0021816,-80
85.4,0.0055385,-80
85.5,0.0088954,-80
85.6,-0.00010727,-80
85.7,-0.0074315,-80
85.8,-0.0040746,-80
85.9,-0.0052953,-80
86,-0.0010228,-80
86.1,-0.0036168,-80
86.2,-0.0027013,-80
86.3,0.0053859,-80
86.4,-0.003159,-80
86.5,-0.00010727,-80
86.6,-0.0081944,-80
86.7,-0.00010727,-80
86.8,-0.0033116,-80
86.9,0.0034023,-80
87,0.0047755,-80
87.1,0.0011134,-80
87.2,-0.0040746,-80
87.3,0.0055385,-80
87.4,0.0067592,-80
87.5,0.00080825,-80
87.6,-0.0030064,-80
87.7,-0.0048375,-80
87.8,-0.0074315,-80
87.9,0.0050807,-80
88,0.0056911,-80
88.1,-0.0022435,-80
88.2,0.002029,-80
88.3,-0.008347,-80
88.4,-0.0033116,-80
88.5,0.00050308,-80
88.6,-0.00056503,-80
88.7,0.0087428,-80
88.8,0.0029445,-80
88.9,-0.00010727,-80
89,-0.0084996,-80
89.1,-0.01323,-80
89.2,0.0079799,-80
89.3,0.0026393,-80
89.4,-0.00041244,-80
89.5,0.00386,-80
89.6,0.00065567,-80
89.7,0.00050309,-80
89.8,-0.0068211,-80
89.9,-0.00056504,-80
90,-0.0011754,-80
90.1,-0.0056004,-80
90.2,0.0017238,-80
90.3,-0.0027013,-80
90.4,0.0053859,-80
90.5,-0.0045323,-80
90.6,-0.0030064,-80
90.7,-0.0059056,-80
90.8,0.0024867,-80
90.9,0.0056911,-80
91,-0.0037694,-80
91.1,-0.0092625,-80
91.2,0.0011134,-80
91.3,0.0032497,-80
91.4,-0.010788,-80
91.5,-0.0043797,-80
91.6,0.0061488,-80
91.7,0.0011134,-80
91.8,0.0040126,-80
91.9,0.0073695,-80
92,-0.0023961,-80
92.1,0.0001979,-80
92.2,-0.0080418,-80
92.3,-0.0037694,-80
92.4,-0.0033116,-80
92.5,-0.005753,-80
92.6,0.0034023,-80
92.7,-0.0011754,-80
92.8,0.0032497,-80
92.9,-0.0081944,-80
93,-0.0059056,-80
93.1,-0.0014806,-80
93.2,0.0075221,-80
93.3,0.0021816,-80
93.4,0.00080826,-80
93.5,0.00050308,-80
93.6,-0.0040746,-80
93.7,-0.0045323,-80
93.8,-0.0025487,-80
93.9,0.0061488,-80
94,-0.0037694,-80
94.1,-0.0025487,-80
94.2,-0.0051427,-80
94.3,-0.0080418,-80
94.4,0.009048,-80
94.5,0.001266,-80
94.6,-0.0052953,-80
94.7,-0.00056503,-80
94.8,0.0024867,-80
94.9,0.00080826,-80
95,-0.00041245,-80
95.1,-0.0028538,-80
95.2,-0.0088048,-80
95.3,0.00019791,-80
95.4,-0.0033116,-80
95.5,0.0037074,-80
95.6,-0.0046849,-80
95.7,0.00050309,-80
95.8,-0.00041245,-80
95.9,-0.0056004,-80
96,0.0001979,-80
96.1,0.00096085,-80
96.2,-0.0017857,-80
96.3,-0.0072789,-80
96.4,-0.00025986,-80
96.5,-0.00056503,-80
96.6,0.0018764,-80
96.7,0.0026393,-80
96.8,-0.0059056,-80
96.9,-0.00010727,-80
97,0.00096084,-80
97.1,0.0029445,-80
97.2,-0.0028539,-80
97.3,-0.0072789,-80
97.4,-0.0042271,-80
97.5,-0.0028539,-80
97.6,0.0024867,-80
97.7,0.0014186,-80
97.8,-0.00087021,-80
97.9,-0.0020909,-80
98,0.0058437,-80
98.1,0.0055385,-80
98.2,-0.00087021,-80
98.3,0.0026393,-80
98.4,0.002029,-80
98.5,-0.0036168,-80
98.6,-0.0046849,-80
98.7,-0.0042271,-80
98.8,-0.0071263,-80
98.9,-0.0074315,-80
99,0.0023341,-80
99.1,0.0035548,-80
99.2,-0.0027013,-80
99.3,-0.001328,-80
99.4,-0.0049901,-80
99.5,-0.00025986,-80
99.6,0.001266,-80
99.7,-0.0048375,-80
99.8,0.0043178,-80
99.9,0.0034022,-80
100,-0.001328,-80
100.1,-0.00911,-80
100.2,0.00080826,-80
100.3,0.002029,-80
100.4,0.0023341,-80
100.5,0.00096084,-80
100.6,0.0030971,-80
100.7,-0.0063634,-80
100.8,-0.00041245,-80
100.9,0.00386,-80
101,0.0011134,-80
101.1,0.0052333,-80
101.2,0.0064541,-80
101.3,-0.0036168,-80
101.4,-0.0046849,-80
101.5,-0.0092625,-80
101.6,-0.0011754,-80
101.7,0.0015712,-80
101.8,4.5314e-05,-80
101.9,0.0023341,-80
102,-0.0025487,-80
102.1,-0.00087021,-80
102.2,-0.0045323,-80
102.3,0.0085903,-80
102.4,0.0081325,-80
102.5,-0.0054478,-80
102.6,-0.0023961,-80
102.7,0.0011134,-80
102.8,-0.0036168,-80
102.9,0.0030971,-80
103,0.0073695,-80
103.1,0.0027919,-80
103.2,0.0014186,-80
103.3,-0.0016331,-80
103.4,-0.001328,-80
103.5,-0.00025985,-80
103.6,-0.0037694,-80
103.7,-0.0025487,-80
103.8,0.0037074,-80
103.9,0.0040126,-80
104,-0.0025487,-80
104.1,0.0014186,-80
104.2,-0.0052953,-80
104.3,-0.0051427,-80
104.4,0.0041652,-80
104.5,-0.0027013,-80
104.6,0.010574,-80
104.7,0.0084376,-80
104.8,0.0015712,-80
104.9,-0.0043797,-80
105,-0.0086522,-80
105.1,0.00050309,-80
105.2,-0.0059056,-80
105.3,0.001266,-80
105.4,0.0053859,-80
105.5,0.00019791,-80
105.6,-0.003922,-80
105.7,0.001266,-80
105.8,0.0015712,-80
105.9,-0.0020909,-80
106,-0.0046849,-80
